#Bx [T], By [T], Bz [T] on 3D mesh: inmost loop vs X (horizontal transverse position), outmost loop vs Z (longitudinal position)
#0.0 #initial X position [m]
#0.0 #step of X [m]
#1 #number of points vs X
#0.0 #initial Y position [m]
#0.0 #step of Y [m]
#1 #number of points vs Y
#-1.25 #initial Z position [m]
#0.0006475006475006475 #step of Z [m]
#3862 #number of points vs Z
1.79711208260102e-05	-2.106577e-06	9.39393911997397e-05
3.77869896160901e-05	2.542338e-05	4.69011783058251e-05
3.2378308032104e-05	-3.750922e-05	-4.46177337370453e-06
6.33020528443471e-05	9.621593e-05	-1.88347899145162e-05
-5.85418475103146e-05	-0.0001143888	5.05701935253384e-06
-1.6274530032197e-05	4.758359e-05	2.58910867060105e-05
5.51392230778643e-05	-3.429966e-05	4.7328907790912e-05
-7.00322845475108e-05	-5.146464e-05	-1.50097398935044e-05
-8.41769773739147e-05	-8.917179e-06	-3.44045370127051e-05
-1.76284751654397e-05	-2.12566e-06	4.62646435417977e-05
4.1341347298384e-05	4.685787e-05	6.77046707310843e-05
9.86016387211668e-06	5.43645e-05	-4.26426954208224e-05
-6.68753597831296e-05	-6.077179e-05	1.42259905756682e-05
-3.79605158001815e-05	2.861597e-05	2.44966006227014e-05
-1.66894620078716e-05	2.539582e-05	2.22243849655003e-05
-2.33734211922313e-05	-1.393785e-05	-2.50258770131297e-06
-8.45649119005983e-05	-2.931503e-05	4.18144480778929e-05
-1.54679741840432e-05	-8.578702e-06	9.19321363406843e-06
5.67696007970892e-05	4.362287e-05	4.12613766747867e-05
-2.98771988986431e-06	6.076997e-06	1.84161489951595e-05
-1.87007040697607e-05	-3.221673e-06	-0.000101960419510387
3.09994988837436e-05	1.322395e-05	-8.90630777544384e-05
3.11849291505679e-05	-8.589303e-06	-1.44587070071013e-05
4.50540664235991e-05	-2.932988e-05	6.15831861380851e-05
9.3028736477939e-06	8.211756e-06	-2.30012377958883e-05
-7.86784030988148e-05	-8.690121e-05	5.22224163445905e-05
-2.55442374021496e-05	1.500114e-05	1.10448534338533e-05
2.06226007326936e-05	0.0001165459	-5.34251174825299e-05
-3.50429800594289e-05	-3.953756e-06	-8.88657077861308e-05
-5.34068749613814e-05	4.57449e-05	3.45687249700325e-05
5.42901402401244e-05	-4.972562e-05	0.000107724936017157
