column 1,column 2,column 3,column 4,column 5
2.040000000000000000e+02,1.737569747999999947e+02,-9.300000000000000000e+01,4.192716598999999889e+01,8.502752293577981391e+02
2.040000000000000000e+02,1.741596873000000016e+02,-9.300000000000000000e+01,4.260454177999999814e+01,8.512798165137614887e+02
2.040000000000000000e+02,1.747277599999999893e+02,-9.300000000000000000e+01,4.231081008999999682e+01,8.522844036697247248e+02
2.040000000000000000e+02,1.753637502999999924e+02,-9.300000000000000000e+01,4.254363251000000190e+01,8.532889908256880744e+02
2.040000000000000000e+02,1.757637441999999908e+02,-9.300000000000000000e+01,4.221267699999999934e+01,8.542935779816514241e+02
2.040000000000000000e+02,1.761637380999999891e+02,-9.300000000000000000e+01,4.243047714000000070e+01,8.552981651376146601e+02
2.040000000000000000e+02,1.767277295000000095e+02,-9.300000000000000000e+01,4.246862792999999670e+01,8.563027522935780098e+02
2.040000000000000000e+02,1.773637198000000126e+02,-9.300000000000000000e+01,4.277262877999999802e+01,8.573073394495412458e+02
2.040000000000000000e+02,1.777609722999999917e+02,-9.300000000000000000e+01,4.246776961999999855e+01,8.583119266055045955e+02
2.040000000000000000e+02,1.781600331999999867e+02,-9.300000000000000000e+01,4.258837127999999694e+01,8.593165137614679452e+02
2.040000000000000000e+02,1.785641014999999925e+02,-9.300000000000000000e+01,4.229930114999999802e+01,8.603211009174311812e+02
2.040000000000000000e+02,1.791276928999999996e+02,-9.300000000000000000e+01,4.215707016000000351e+01,8.613256880733945309e+02
2.040000000000000000e+02,1.797636832000000027e+02,-9.300000000000000000e+01,4.207036972000000219e+01,8.623302752293577669e+02
2.040000000000000000e+02,1.803276745999999946e+02,-9.300000000000000000e+01,4.205553817999999922e+01,8.633348623853211166e+02
2.040000000000000000e+02,1.811276623999999913e+02,-9.300000000000000000e+01,4.189555358999999868e+01,8.643394495412844662e+02
2.040000000000000000e+02,1.817640526000000136e+02,-9.300000000000000000e+01,4.237699126999999777e+01,8.653440366972477023e+02
2.040000000000000000e+02,1.823284439999999904e+02,-9.300000000000000000e+01,4.257918930000000302e+01,8.663486238532110519e+02
2.040000000000000000e+02,1.831276317999999890e+02,-9.300000000000000000e+01,4.275192641999999665e+01,8.673532110091742879e+02
2.040000000000000000e+02,1.839276196000000141e+02,-9.300000000000000000e+01,4.299772262999999839e+01,8.683577981651376376e+02
2.040000000000000000e+02,1.847221246999999948e+02,-9.300000000000000000e+01,4.277320480000000202e+01,8.693623853211008736e+02
2.040000000000000000e+02,1.853595163999999897e+02,-9.300000000000000000e+01,4.262110900999999785e+01,8.703669724770642233e+02
2.040000000000000000e+02,1.859275891000000058e+02,-9.300000000000000000e+01,4.185227966000000066e+01,8.713715596330275730e+02
2.040000000000000000e+02,1.867283769000000007e+02,-9.300000000000000000e+01,4.132283782999999744e+01,8.723761467889908090e+02
2.040000000000000000e+02,1.873635672000000056e+02,-9.300000000000000000e+01,4.106747055000000302e+01,8.733807339449541587e+02
2.040000000000000000e+02,1.879283585999999957e+02,-9.300000000000000000e+01,4.080280685000000318e+01,8.743853211009173947e+02
2.040000000000000000e+02,1.885635489000000007e+02,-9.300000000000000000e+01,4.062697219999999731e+01,8.753899082568807444e+02
2.040000000000000000e+02,1.889635427999999990e+02,-9.300000000000000000e+01,4.045423888999999917e+01,8.763944954128439804e+02
2.040000000000000000e+02,1.895220515000000034e+02,-9.300000000000000000e+01,4.019628525000000252e+01,8.773990825688073301e+02
2.040000000000000000e+02,1.901594431999999983e+02,-9.300000000000000000e+01,3.990993880999999988e+01,8.784036697247706797e+02
2.040000000000000000e+02,1.905635183999999924e+02,-9.300000000000000000e+01,3.972134780999999748e+01,8.794082568807339158e+02
2.040000000000000000e+02,1.911275098000000128e+02,-9.300000000000000000e+01,3.945451355000000149e+01,8.804128440366972654e+02
2.040000000000000000e+02,1.917635000999999875e+02,-9.300000000000000000e+01,3.926736449999999934e+01,8.814174311926606151e+02
2.040000000000000000e+02,1.921634939999999858e+02,-9.300000000000000000e+01,3.911141204999999843e+01,8.824220183486238511e+02
2.040000000000000000e+02,1.927274854000000062e+02,-9.300000000000000000e+01,3.910220336999999802e+01,8.834266055045872008e+02
2.040000000000000000e+02,1.935219903999999929e+02,-9.300000000000000000e+01,3.916891479000000231e+01,8.844311926605504368e+02
2.040000000000000000e+02,1.939994658999999899e+02,-9.300000000000000000e+01,3.905504607999999678e+01,8.854357798165137865e+02
2.040000000000000000e+02,1.943274609000000055e+02,-9.300000000000000000e+01,3.924031066999999950e+01,8.864403669724770225e+02
2.040000000000000000e+02,1.951274487000000022e+02,-9.300000000000000000e+01,3.922967529000000297e+01,8.874449541284403722e+02
2.040000000000000000e+02,1.959219538000000114e+02,-9.300000000000000000e+01,3.926351165999999893e+01,8.884495412844037219e+02
2.040000000000000000e+02,1.967138244999999870e+02,-9.300000000000000000e+01,3.941880034999999793e+01,8.894541284403669579e+02
2.040000000000000000e+02,1.973593333000000030e+02,-9.300000000000000000e+01,3.940000533999999988e+01,8.904587155963303076e+02
2.040000000000000000e+02,1.979282059999999888e+02,-9.300000000000000000e+01,3.941478728999999959e+01,8.914633027522935436e+02
2.040000000000000000e+02,1.987273937999999873e+02,-9.300000000000000000e+01,3.958613968000000227e+01,8.924678899082568932e+02
2.040000000000000000e+02,1.993633840999999904e+02,-9.300000000000000000e+01,3.949248123000000277e+01,8.934724770642201293e+02
2.040000000000000000e+02,1.999273755000000108e+02,-9.300000000000000000e+01,3.988701629999999909e+01,8.944770642201834789e+02
2.040000000000000000e+02,2.005633658000000139e+02,-9.300000000000000000e+01,3.975127029000000078e+01,8.954816513761468286e+02
2.040000000000000000e+02,2.011273572000000058e+02,-9.300000000000000000e+01,3.984113312000000207e+01,8.964862385321100646e+02
2.040000000000000000e+02,2.017633475000000089e+02,-9.300000000000000000e+01,4.007292557000000244e+01,8.974908256880734143e+02
2.040000000000000000e+02,2.023218562000000134e+02,-9.300000000000000000e+01,4.004595184000000074e+01,8.984954128440367640e+02
2.040000000000000000e+02,2.029592478000000142e+02,-9.300000000000000000e+01,3.995170593000000281e+01,8.995000000000000000e+02
2.040000000000000000e+02,2.035218377999999859e+02,-9.300000000000000000e+01,4.014623642000000103e+01,9.005045871559633497e+02
2.040000000000000000e+02,2.041592295000000092e+02,-9.300000000000000000e+01,4.020407104000000231e+01,9.015091743119265857e+02
2.040000000000000000e+02,2.047273021999999969e+02,-9.300000000000000000e+01,4.026049041999999645e+01,9.025137614678899354e+02
2.040000000000000000e+02,2.055218073000000061e+02,-9.300000000000000000e+01,4.021348189999999789e+01,9.035183486238531714e+02
2.040000000000000000e+02,2.061591990000000010e+02,-9.300000000000000000e+01,4.029324721999999781e+01,9.045229357798165211e+02
2.040000000000000000e+02,2.067272716999999886e+02,-9.300000000000000000e+01,4.031279373000000277e+01,9.055275229357798707e+02
2.040000000000000000e+02,2.075280595000000119e+02,-9.300000000000000000e+01,4.035190581999999893e+01,9.065321100917431068e+02
2.040000000000000000e+02,2.083280473000000086e+02,-9.300000000000000000e+01,4.035299300999999872e+01,9.075366972477064564e+02
2.040000000000000000e+02,2.089659042000000113e+02,-9.300000000000000000e+01,4.054849243000000314e+01,9.085412844036696924e+02
2.040000000000000000e+02,2.095346619999999973e+02,-9.300000000000000000e+01,4.049114226999999744e+01,9.095458715596330421e+02
2.040000000000000000e+02,2.103272168000000022e+02,-9.300000000000000000e+01,4.061494064000000037e+01,9.105504587155962781e+02
2.040000000000000000e+02,2.109632071000000053e+02,-9.300000000000000000e+01,4.061742401000000058e+01,9.115550458715596278e+02
2.040000000000000000e+02,2.113632010000000037e+02,-9.300000000000000000e+01,4.057366180000000355e+01,9.125596330275229775e+02
2.040000000000000000e+02,2.117631949000000020e+02,-9.300000000000000000e+01,4.064635468000000174e+01,9.135642201834862135e+02
2.040000000000000000e+02,2.123271862999999939e+02,-9.300000000000000000e+01,4.069845963000000211e+01,9.145688073394495632e+02
2.040000000000000000e+02,2.129662496999999917e+02,-9.300000000000000000e+01,4.069652176000000310e+01,9.155733944954129129e+02
2.040000000000000000e+02,2.135346008999999867e+02,-9.300000000000000000e+01,4.063483429000000058e+01,9.165779816513761489e+02
2.040000000000000000e+02,2.141658248999999898e+02,-9.300000000000000000e+01,4.066517638999999917e+01,9.175825688073394986e+02
2.040000000000000000e+02,2.145672623000000101e+02,-9.300000000000000000e+01,4.071731566999999785e+01,9.185871559633027346e+02
2.040000000000000000e+02,2.151324768000000063e+02,-9.300000000000000000e+01,4.076414871000000062e+01,9.195917431192660842e+02
2.040000000000000000e+02,2.157668502999999873e+02,-9.300000000000000000e+01,4.080089188000000178e+01,9.205963302752293203e+02
2.040000000000000000e+02,2.163324585000000013e+02,-9.300000000000000000e+01,4.069598006999999740e+01,9.216009174311926699e+02
2.040000000000000000e+02,2.169672257000000002e+02,-9.300000000000000000e+01,4.080400085000000132e+01,9.226055045871560196e+02
2.040000000000000000e+02,2.175271069000000068e+02,-9.300000000000000000e+01,4.059958266999999665e+01,9.236100917431192556e+02
2.040000000000000000e+02,2.181630972000000099e+02,-9.300000000000000000e+01,4.074749374000000302e+01,9.246146788990826053e+02
2.040000000000000000e+02,2.187278886000000000e+02,-9.300000000000000000e+01,4.075609588999999744e+01,9.256192660550458413e+02
2.040000000000000000e+02,2.193657455000000027e+02,-9.300000000000000000e+01,4.073431396000000149e+01,9.266238532110091910e+02
2.040000000000000000e+02,2.199345032999999887e+02,-9.300000000000000000e+01,4.068272017999999690e+01,9.276284403669724270e+02
2.040000000000000000e+02,2.205657271999999978e+02,-9.300000000000000000e+01,4.069081879000000157e+01,9.286330275229357767e+02
2.040000000000000000e+02,2.211344850000000122e+02,-9.300000000000000000e+01,4.067762755999999769e+01,9.296376146788991264e+02
2.040000000000000000e+02,2.219270397999999886e+02,-9.300000000000000000e+01,4.065784453999999926e+01,9.306422018348623624e+02
2.040000000000000000e+02,2.225630300999999918e+02,-9.300000000000000000e+01,4.061657714999999769e+01,9.316467889908257121e+02
2.040000000000000000e+02,2.231323547000000076e+02,-9.300000000000000000e+01,4.061148071000000215e+01,9.326513761467890617e+02
2.040000000000000000e+02,2.239344422000000066e+02,-9.300000000000000000e+01,4.057791138000000331e+01,9.336559633027522977e+02
2.040000000000000000e+02,2.245656662000000097e+02,-9.300000000000000000e+01,4.057935714999999988e+01,9.346605504587156474e+02
2.040000000000000000e+02,2.251344239000000016e+02,-9.300000000000000000e+01,4.051608276000000330e+01,9.356651376146788834e+02
2.040000000000000000e+02,2.259323119999999960e+02,-9.300000000000000000e+01,4.047968673999999822e+01,9.366697247706422331e+02
2.040000000000000000e+02,2.265697690000000080e+02,-9.300000000000000000e+01,4.043883132999999930e+01,9.376743119266054691e+02
2.040000000000000000e+02,2.271397603000000061e+02,-9.300000000000000000e+01,4.039175797000000046e+01,9.386788990825688188e+02
2.040000000000000000e+02,2.279343811999999900e+02,-9.300000000000000000e+01,4.034013748000000277e+01,9.396834862385321685e+02
2.040000000000000000e+02,2.285656051999999931e+02,-9.300000000000000000e+01,4.029364776999999975e+01,9.406880733944954045e+02
2.040000000000000000e+02,2.291397297000000037e+02,-9.300000000000000000e+01,4.024487685999999798e+01,9.416926605504587542e+02
2.040000000000000000e+02,2.299343507000000102e+02,-9.300000000000000000e+01,4.024943924000000095e+01,9.426972477064219902e+02
2.040000000000000000e+02,2.305655745999999908e+02,-9.300000000000000000e+01,4.013525391000000297e+01,9.437018348623853399e+02
2.040000000000000000e+02,2.311343324000000052e+02,-9.300000000000000000e+01,4.008671951000000178e+01,9.447064220183485759e+02
2.040000000000000000e+02,2.319322204999999997e+02,-9.300000000000000000e+01,4.005714034999999740e+01,9.457110091743119256e+02
2.040000000000000000e+02,2.325665940000000091e+02,-9.300000000000000000e+01,3.992098236000000355e+01,9.467155963302752752e+02
2.040000000000000000e+02,2.331322021000000007e+02,-9.300000000000000000e+01,3.987970734000000306e+01,9.477201834862385113e+02
2.040000000000000000e+02,2.339404565000000105e+02,-9.300000000000000000e+01,3.987284087999999826e+01,9.487247706422018609e+02
2.040000000000000000e+02,2.347404443000000072e+02,-9.300000000000000000e+01,3.973816681000000273e+01,9.497293577981652106e+02
2.040000000000000000e+02,2.353696347000000060e+02,-9.300000000000000000e+01,3.964430236999999835e+01,9.507339449541284466e+02
2.040000000000000000e+02,2.359396260000000041e+02,-9.300000000000000000e+01,3.963177490000000347e+01,9.517385321100917963e+02
2.040000000000000000e+02,2.365692163999999877e+02,-9.300000000000000000e+01,3.946828460999999777e+01,9.527431192660550323e+02
2.040000000000000000e+02,2.371396076999999991e+02,-9.300000000000000000e+01,3.933717346000000248e+01,9.537477064220183820e+02
2.040000000000000000e+02,2.379403953999999999e+02,-9.300000000000000000e+01,3.928602599999999967e+01,9.547522935779816180e+02
2.040000000000000000e+02,2.387342164000000082e+02,-9.300000000000000000e+01,3.921661757999999764e+01,9.557568807339449677e+02
2.040000000000000000e+02,2.393658469000000082e+02,-9.300000000000000000e+01,3.912422180000000083e+01,9.567614678899083174e+02
2.040000000000000000e+02,2.399349855000000105e+02,-9.300000000000000000e+01,3.905286406999999826e+01,9.577660550458715534e+02
2.040000000000000000e+02,2.405658286000000032e+02,-9.300000000000000000e+01,3.904101943999999946e+01,9.587706422018349031e+02
2.040000000000000000e+02,2.411395465999999885e+02,-9.300000000000000000e+01,3.896190642999999909e+01,9.597752293577981391e+02
2.040000000000000000e+02,2.417691370000000006e+02,-9.300000000000000000e+01,3.908216095000000223e+01,9.607798165137614887e+02
2.040000000000000000e+02,2.423395283000000120e+02,-9.300000000000000000e+01,3.911870574999999661e+01,9.617844036697247248e+02
2.040000000000000000e+02,2.431395161000000087e+02,-9.300000000000000000e+01,3.937818527000000302e+01,9.627889908256880744e+02
2.040000000000000000e+02,2.437691064999999924e+02,-9.300000000000000000e+01,3.948328399999999760e+01,9.637935779816514241e+02
2.040000000000000000e+02,2.443402978000000019e+02,-9.300000000000000000e+01,3.979875945999999942e+01,9.647981651376146601e+02
2.040000000000000000e+02,2.449690881999999874e+02,-9.300000000000000000e+01,4.007305908000000017e+01,9.658027522935780098e+02
2.040000000000000000e+02,2.455324699999999893e+02,-9.300000000000000000e+01,4.030883407999999690e+01,9.668073394495413595e+02
2.040000000000000000e+02,2.463282706999999903e+02,-9.300000000000000000e+01,4.038732910000000231e+01,9.678119266055045955e+02
2.040000000000000000e+02,2.471306118999999910e+02,-9.300000000000000000e+01,4.072317885999999731e+01,9.688165137614679452e+02
2.040000000000000000e+02,2.477634472000000017e+02,-9.300000000000000000e+01,4.096708298000000070e+01,9.698211009174311812e+02
2.040000000000000000e+02,2.479986419999999896e+02,-9.300000000000000000e+01,4.109337234000000194e+01,9.708256880733945309e+02
2.040000000000000000e+02,2.479986419999999896e+02,-9.300000000000000000e+01,4.181132507000000231e+01,9.718302752293577669e+02
2.040000000000000000e+02,2.479986419999999896e+02,-9.300000000000000000e+01,4.208615494000000012e+01,9.728348623853211166e+02
2.040000000000000000e+02,2.479986419999999896e+02,-9.300000000000000000e+01,4.228108978000000207e+01,9.738394495412844662e+02
2.040000000000000000e+02,2.356768163000000129e+02,-9.300000000000000000e+01,4.245203781000000021e+01,9.748440366972477023e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.226630401999999975e+01,9.758486238532110519e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.236629486000000355e+01,9.768532110091742879e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.070050049000000314e+01,9.778577981651376376e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.068950653000000273e+01,9.788623853211008736e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.067282485999999864e+01,9.798669724770642233e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.068831635000000091e+01,9.808715596330275730e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.066688537999999653e+01,9.818761467889908090e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.069790267999999855e+01,9.828807339449541587e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.068380356000000120e+01,9.838853211009175084e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.068842315999999926e+01,9.848899082568807444e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.065875244000000066e+01,9.858944954128440941e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.069055175999999818e+01,9.868990825688073301e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.068560791000000165e+01,9.879036697247706797e+02
2.040000000000000000e+02,2.188000030999999979e+02,-9.300000000000000000e+01,4.069101333999999781e+01,9.889082568807339158e+02
