intens1 intens2 intens3 intens4 intens5 intens6 intens7 intens8 intens9 intens10 intens11 intens12 intens13 intens14 intens15 intens16 intens17 intens18 intens19 intens20 intens21 intens22 intens23 intens24 intens25 intens26 intens27 intens28 intens29 intens30 intens31 intens32 intens33 intens34 intens35 intens36 intens37 intens38 intens39 intens40
7.114244018567222e-21 -4.9166690737978467e-20 -1.85281803993946e-19 -4.168840589863789e-19 2.922671037194809e-18 3.872987386712117e-18 1.5491949546848554e-17 -1.3770621819420841e-17 8.813197964429419e-16 7.803352364338567e-16 -4.553485614955194e-15 -5.214475462287403e-15 -8.37253806620794e-15 -1.0869610822796278e-14 -1.307291031390361e-14 3.8190524512527455e-14 -8.813197964429512e-16 1.2338477150201195e-14 -2.6145820627807236e-14 1.9976582052706663e-14 2.1445448380111562e-14 -3.3783925530312737e-14 -3.231505920290783e-14 -4.435976308762803e-14 -2.7908460220693144e-14 4.112825716733725e-15 3.4224585428534215e-14 -2.996487307905994e-14 7.652793565779544e-14 -2.3942521136699836e-14 -1.358701352849536e-14 -1.468866327404902e-14 9.914847709983085e-15 7.344331637024494e-15 -1.1750930619239205e-15 1.6249333746916713e-15 7.64269510977863e-16 3.7333685821541257e-16 -8.346602535945042e-16 -6.051542791737724e-20
-5.45846115435886e-20 2.710505431213761e-19 2.6020852139652106e-18 8.673617379884035e-19 -2.7755575615628914e-17 -4.85722573273506e-17 -1.6653345369377348e-16 0.0 -4.884981308350689e-15 -6.217248937900877e-15 3.730349362740526e-14 -3.419486915845482e-14 -1.9539925233402755e-14 -5.3290705182007514e-14 -8.881784197001252e-15 1158.9999999999998 1165.0000000000002 1173.0 1263.0000000000007 1262.9999999999998 1202.0000000000002 1202.0000000000005 1329.0 1353.0000000000005 1329.0000000000005 1292.0 1252.0 1188.0000000000002 1187.9999999999998 1188.0000000000002 1.3589129821411916e-13 -5.950795411990839e-14 -1.4210854715202004e-14 -8.881784197001252e-15 4.884981308350689e-15 1.5265566588595902e-15 -1.1102230246251565e-15 -7.771561172376096e-16 7.604295882215895e-15 4.336808689942018e-19
1.9735083229486805e-19 -1.3010426069826053e-18 -3.469446951953614e-18 -6.938893903907228e-18 6.938893903907228e-17 0.0 6.661338147750939e-16 8.881784197001252e-16 1.4210854715202004e-14 3.552713678800501e-14 -5.684341886080802e-14 -3.197442310920451e-14 991.0000000000003 956.9999999999999 991.0 1159.0000000000002 1274.0000000000007 1332.0000000000002 1618.9999999999995 1736.0000000000002 1736.0 1779.0000000000005 1779.0000000000002 1779.0000000000002 1840.0000000000005 1721.9999999999995 1673.0000000000005 1641.0 1433.0 1306.9999999999998 1262.9999999999998 1135.0 2.5579538487363607e-13 4.973799150320701e-14 -1.0302869668521453e-13 -1.9984014443252818e-14 1.4210854715202004e-14 1.0658141036401503e-14 -1.37735959790386e-14 -1.3010426069826053e-18
-7.348560282252107e-19 8.673617379884035e-19 1.3877787807814457e-17 1.3877787807814457e-17 -1.1102230246251565e-16 2.220446049250313e-16 -8.881784197001252e-16 3.552713678800501e-15 -8.881784197001252e-16 -5.684341886080802e-14 2.1316282072803006e-14 1073.9999999999998 1074.0000000000005 1299.9999999999993 1473.9999999999995 1549.0 1754.0000000000005 1776.9999999999998 1853.0 2276.0 2294.0000000000005 2420.0 2426.9999999999995 2427.0000000000005 2275.0 2273.0 2173.0000000000005 1875.0000000000002 1766.9999999999993 1573.0000000000005 1489.9999999999998 1135.0000000000002 942.0 941.9999999999993 -8.881784197001252e-14 -5.81756864903582e-14 -5.684341886080802e-14 -4.618527782440651e-14 1.3835070242218528e-14 1.734723475976807e-18
3.777958319091427e-18 -2.7755575615628914e-17 5.551115123125783e-17 -1.1102230246251565e-16 6.661338147750939e-16 -2.6645352591003757e-15 7.105427357601002e-15 7.105427357601002e-15 7.815970093361102e-14 1.4210854715202004e-14 1.6697754290362354e-13 1345.0000000000007 1447.0000000000002 1454.9999999999998 1571.9999999999998 2102.0 2188.0 2617.000000000001 2722.0 2995.9999999999995 3386.0 3386.0 3275.999999999999 3126.0 3096.9999999999995 2981.9999999999995 2875.999999999999 2762.9999999999995 2449.9999999999995 2202.0 2001.0 1722.0 1355.0 1033.9999999999998 980.0000000000002 3.268496584496461e-13 1.7053025658242404e-13 1.1723955140041653e-13 -2.891437089758142e-14 -3.469446951953614e-18
-1.7052368980440682e-17 1.5612511283791264e-16 -3.885780586188048e-16 3.3306690738754696e-16 3.885780586188048e-16 3.219646771412954e-15 -8.881784197001252e-16 -1.0658141036401503e-14 872.0000000000001 872.0000000000002 1267.999999999999 1390.9999999999998 1709.999999999999 1753.9999999999993 1850.9999999999995 2348.0 2748.0000000000005 2787.0 3334.999999999999 3386.0 3666.0000000000005 3752.0 3751.9999999999973 3494.0000000000005 3425.0 3423.9999999999995 3257.0 3044.9999999999995 2948.999999999999 2537.9999999999995 2313.0000000000005 2003.0 1488.0 1240.9999999999998 991.9999999999999 980.0 812.9999999999999 812.9999999999999 -9.71289021434174e-14 -2.7755575615628914e-17
-2.073835165829821e-17 2.1510571102112408e-16 -1.6653345369377348e-16 4.440892098500626e-16 -4.440892098500626e-16 -3.552713678800501e-15 -3.552713678800501e-15 2.842170943040401e-14 877.9999999999998 1108.0 1560.0 1617.0000000000005 1799.000000000001 2346.0 2667.0000000000005 3016.0000000000005 3156.000000000001 3751.9999999999995 4345.000000000001 4550.000000000001 4912.0 4912.000000000002 4902.0 4881.0 4494.000000000001 4399.0 4399.000000000002 4035.0000000000005 3815.999999999999 3496.0 3003.0 2332.0000000000005 1909.0 1554.9999999999995 1368.0000000000005 1110.0000000000002 977.0000000000001 840.0000000000001 7.633477183688342e-14 1.6653345369377348e-16
3.6282931351590115e-18 -1.942890293094024e-16 -2.220446049250313e-16 4.440892098500626e-16 7.105427357601002e-15 1.4210854715202004e-14 4.263256414560601e-14 -2.8421709430404007e-13 1049.0 1375.0000000000005 1684.0 1699.0 2031.0000000000005 2816.999999999999 2830.0000000000005 3123.0 3706.000000000001 4457.999999999999 4536.0 4781.0 5391.0 5926.000000000001 5925.999999999998 5340.0 5207.000000000002 5043.999999999999 4976.000000000001 4341.0 4108.999999999999 4000.9999999999986 3239.0 2835.9999999999995 2235.0000000000005 1829.9999999999998 1434.9999999999998 1142.0000000000002 1004.0 961.0 -5.934142066621462e-14 -8.881784197001252e-16
-1.9281382690043285e-17 9.992007221626409e-16 1.7763568394002505e-15 -8.881784197001252e-16 -8.881784197001252e-15 0.0 -8.79296635503124e-14 933.0000000000003 1360.0000000000005 1424.0000000000005 1922.0000000000005 2023.0000000000002 2616.000000000002 2888.999999999999 3757.0000000000014 3881.0000000000005 4458.000000000001 4935.000000000001 4935.000000000001 5452.000000000003 5947.0 6013.000000000001 6584.0 6584.000000000002 5765.000000000003 5622.000000000001 5424.000000000002 4546.000000000001 4402.0 4260.000000000002 3671.0000000000014 3098.9999999999995 2563.0000000000014 1996.0000000000007 1606.0000000000005 1212.0000000000002 1075.0000000000002 1034.0000000000005 1010.0000000000006 1.7763568394002505e-15
4.199034418424703e-17 -4.579669976578771e-16 -3.6637359812630166e-15 0.0 -3.9968028886505635e-15 8.881784197001252e-14 933.0 933.0000000000001 1383.0000000000002 1697.0000000000002 2057.9999999999995 2847.000000000001 2880.0000000000014 3536.0 4314.000000000001 4551.000000000001 5752.000000000001 5991.000000000002 6163.000000000002 6641.0 6817.000000000001 7095.000000000002 6969.0 6969.000000000002 6520.0 6282.999999999999 6070.0 5169.000000000001 4841.999999999999 4790.000000000001 4120.0 3700.0 2951.0 2288.0 1688.9999999999998 1305.0000000000002 1122.0000000000005 1035.0000000000005 955.0000000000005 1.7763568394002505e-15
