0	-0.004086	-0.002724	-0.001362	0	0.001362	0.002724	0.004086
-0.450087	-8.5995651e-08	-7.1843111e-08	-5.6430178e-08	-3.9832631e-08	-2.319644e-08	-1.1646665e-08	-4.341703e-09
-0.448917942857143	-8.4621668e-08	-7.0675924e-08	-5.5714576e-08	-3.9573631e-08	-2.3326301e-08	-1.2099258e-08	-4.9980318e-09
-0.447748885714286	-8.3096786e-08	-6.9416757e-08	-5.4883397e-08	-3.9159406e-08	-2.3214389e-08	-1.2239215e-08	-5.3476592e-09
-0.446579828571429	-8.1647094e-08	-6.8187063e-08	-5.3911723e-08	-3.8462886e-08	-2.2773856e-08	-1.2053121e-08	-5.3958793e-09
-0.445410771428571	-8.0416008e-08	-6.7048092e-08	-5.2869279e-08	-3.7591928e-08	-2.2099929e-08	-1.1676049e-08	-5.2710951e-09
-0.444241714285714	-7.9393679e-08	-6.5986519e-08	-5.178449e-08	-3.6586805e-08	-2.1296412e-08	-1.1186992e-08	-5.1076157e-09
-0.443072657142857	-7.844433e-08	-6.490653e-08	-5.0602939e-08	-3.5409833e-08	-2.0323409e-08	-1.0512327e-08	-4.8087285e-09
-0.4419036	-7.7613151e-08	-6.3830335e-08	-4.933397e-08	-3.4145806e-08	-1.9254806e-08	-9.6675716e-09	-4.2917638e-09
-0.440734542857143	-7.7061671e-08	-6.2990544e-08	-4.8322338e-08	-3.314301e-08	-1.8415269e-08	-8.9549284e-09	-3.7794372e-09
-0.439565485714286	-7.6934256e-08	-6.2675809e-08	-4.7893465e-08	-3.2707263e-08	-1.8040692e-08	-8.6700798e-09	-3.5768335e-09
-0.438396428571429	-7.7263756e-08	-6.2957795e-08	-4.8055025e-08	-3.2818839e-08	-1.8165512e-08	-8.8590166e-09	-3.8121111e-09
-0.437227371428571	-7.801377e-08	-6.3699702e-08	-4.8704639e-08	-3.3409208e-08	-1.8743153e-08	-9.4478105e-09	-4.4363815e-09
-0.436058314285714	-7.8990567e-08	-6.4680648e-08	-4.9671467e-08	-3.4329091e-08	-1.9626386e-08	-1.0286741e-08	-5.2747628e-09
-0.434889257142857	-7.9842302e-08	-6.5648507e-08	-5.0772805e-08	-3.5417106e-08	-2.0641457e-08	-1.1234512e-08	-6.1841283e-09
-0.4337202	-8.0440053e-08	-6.6479636e-08	-5.1871211e-08	-3.6615369e-08	-2.1742412e-08	-1.2261081e-08	-7.195422e-09
-0.432551142857143	-8.0782968e-08	-6.721082e-08	-5.2926222e-08	-3.7857905e-08	-2.2943601e-08	-1.3403013e-08	-8.3503169e-09
-0.431382085714286	-8.1081453e-08	-6.7899919e-08	-5.3893309e-08	-3.8993026e-08	-2.4123519e-08	-1.4593933e-08	-9.607918e-09
-0.430213028571429	-8.1497291e-08	-6.8562805e-08	-5.4749393e-08	-3.9971066e-08	-2.5197467e-08	-1.5773571e-08	-1.0871257e-08
-0.429043971428571	-8.2000589e-08	-6.9227085e-08	-5.5510654e-08	-4.0842647e-08	-2.6208761e-08	-1.6925933e-08	-1.2129362e-08
-0.427874914285714	-8.2575596e-08	-6.9882383e-08	-5.6226288e-08	-4.1662428e-08	-2.7157837e-08	-1.8009866e-08	-1.3348839e-08
-0.426705857142857	-8.3213187e-08	-7.0548417e-08	-5.691837e-08	-4.2416904e-08	-2.8005337e-08	-1.8979138e-08	-1.4482356e-08
-0.4255368	-8.3915516e-08	-7.1233437e-08	-5.7580905e-08	-4.3107043e-08	-2.8766172e-08	-1.9833296e-08	-1.5487936e-08
-0.424367742857143	-8.4637612e-08	-7.19184e-08	-5.8211821e-08	-4.372593e-08	-2.942356e-08	-2.0539902e-08	-1.6337555e-08
-0.423198685714286	-8.5346734e-08	-7.2548602e-08	-5.8739818e-08	-4.4188603e-08	-2.9890437e-08	-2.1062435e-08	-1.6984973e-08
-0.422029628571429	-8.5932299e-08	-7.3032396e-08	-5.9118705e-08	-4.4484505e-08	-3.0164856e-08	-2.1433767e-08	-1.7491248e-08
-0.420860571428571	-8.6342077e-08	-7.3373862e-08	-5.9374411e-08	-4.4690452e-08	-3.0414544e-08	-2.1781181e-08	-1.7948379e-08
-0.419691514285714	-8.6649834e-08	-7.3603388e-08	-5.9558573e-08	-4.4912632e-08	-3.0740743e-08	-2.214526e-08	-1.8356312e-08
-0.418522457142857	-8.6844153e-08	-7.3688213e-08	-5.9666426e-08	-4.5094268e-08	-3.0997167e-08	-2.23868e-08	-1.8635534e-08
-0.4173534	-8.6891667e-08	-7.3618892e-08	-5.9606585e-08	-4.5077943e-08	-3.1007339e-08	-2.2362237e-08	-1.8672409e-08
-0.416184342857143	-8.6799531e-08	-7.3393991e-08	-5.9341481e-08	-4.4850438e-08	-3.0863866e-08	-2.2235287e-08	-1.8605084e-08
-0.415015285714286	-8.6627182e-08	-7.3034272e-08	-5.893213e-08	-4.4519982e-08	-3.0709739e-08	-2.2167082e-08	-1.8610441e-08
-0.413846228571429	-8.6366676e-08	-7.2541532e-08	-5.8399536e-08	-4.4096559e-08	-3.0499162e-08	-2.2091225e-08	-1.8646393e-08
